caseid,democratic2016,inputstate,region,birthyr,gender,sexuality,trans,educ,edloan,race,employ,internethome,marstat,pew_religimp,religpew,child18,faminc_new,ownhome,urbancity,milstat_5,immstat,union,investor
412398662,1,53,West,1975,Female,Heterosexual,No,4-year,No,White,Homemaker,Broadband,Married,Not at all important,Agnostic,Yes,10,Own,Town,Never Served,5,Never,Yes
414160860,0,29,Midwest,1968,Female,Heterosexual,No,High school graduate,No,White,Part-time,Broadband,Married,Very important,Protestant,No,12,Own,Town,Never Served,5,Never,Yes
411720637,1,22,South,1947,Male,Heterosexual,No,Some college,No,White,Part-time,Broadband,Married,Not at all important,Nothing in particular,No,9,Own,Town,Served,4,Never,Yes
412355342,0,40,South,1949,Female,Heterosexual,No,Some college,No,White,Retired,Broadband,Married,Very important,Protestant,No,8,Own,Suburb,Served,3,Never,No
420402793,1,26,Midwest,1989,Male,Gay,No,4-year,Yes,White,Full-time,Broadband,Married,Not too important,Nothing in particular,No,11,Own,City,Served,5,Never,Yes
412343753,0,48,South,1965,Male,Heterosexual,No,Some college,No,White,Permanently disabled,Broadband,Married,Somewhat important,Protestant,Yes,3,Own,Rural area,Never Served,5,Never,No
418249713,1,12,South,1967,Male,Heterosexual,No,4-year,No,White,Full-time,Broadband,Married,Somewhat important,Protestant,Yes,8,Own,Suburb,Served,5,Never,Yes
413734328,1,55,Midwest,1975,Male,Heterosexual,No,4-year,No,White,Full-time,Broadband,Married,Not at all important,Agnostic,Yes,10,Own,Rural area,Never Served,5,Never,Yes
418251585,0,29,Midwest,1990,Male,Heterosexual,No,4-year,No,White,Part-time,Broadband,Married,Somewhat important,Protestant,Yes,4,Own,Town,Never Served,5,Current,No
412044593,0,6,West,1951,Female,Heterosexual,No,Some college,No,White,Retired,Broadband,Married,Very important,Protestant,No,6,Own,Rural area,Served,5,Current,Yes
414392905,1,42,Northeast,1946,Female,Heterosexual,No,Some college,No,Black,Retired,Broadband,Divorced,Very important,Protestant,No,4,Own,City,Never Served,5,Never,Yes
417080607,0,34,Northeast,1957,Male,Heterosexual,No,4-year,No,White,Other,Broadband,Divorced,Very important,Roman Catholic,No,7,Own,Town,Served,5,Former,Yes
412364955,0,36,Northeast,1955,Male,Heterosexual,No,2-year,No,White,Retired,Broadband,Divorced,Somewhat important,Roman Catholic,No,9,Rent,Suburb,Served,4,Former,No
419217902,1,41,West,1981,Female,Heterosexual,No,4-year,No,White,Unemployed,Broadband,Married,Not at all important,Agnostic,Yes,2,Own,Rural area,Never Served,4,Former,No
414750823,0,29,Midwest,1989,Female,Heterosexual,No,High school graduate,No,White,Permanently disabled,None,Never Married,Very important,Protestant,No,2,Rent,Rural area,Never Served,5,Never,No
419001242,1,53,West,1985,Female,Heterosexual,No,Post-grad,No,White,Homemaker,Broadband,Married,Not at all important,Agnostic,Yes,9,Own,Suburb,Never Served,1,Never,No
412318982,0,12,South,1975,Male,Heterosexual,No,4-year,No,White,Full-time,Broadband,Married,Very important,Protestant,Yes,11,Own,Suburb,Served,1,Former,Yes
414342360,1,36,Northeast,1964,Female,Heterosexual,No,4-year,Yes,Black,Full-time,Broadband,Married,Somewhat important,Protestant,No,11,Rent,City,Never Served,5,Former,Yes
412369575,0,32,West,1966,Female,Heterosexual,No,High school graduate,No,White,Homemaker,Broadband,Married,Very important,Protestant,No,3,Own,Suburb,Never Served,3,Never,No
416780437,0,6,West,1948,Female,Heterosexual,No,2-year,No,White,Retired,Broadband,Widowed,Very important,Jewish,No,3,Own,City,Served,4,Never,No
413394155,0,29,Midwest,1956,Female,Heterosexual,No,Some college,No,White,Permanently disabled,Broadband,Divorced,Somewhat important,Protestant,No,2,Own,Rural area,Served,5,Never,No
420177256,1,18,Midwest,1957,Male,Heterosexual,No,4-year,No,White,Retired,Broadband,Married,Somewhat important,Protestant,No,9,Own,Rural area,Served,5,Former,Yes
415703031,1,37,South,1984,Female,Bisexual,No,High school graduate,Yes,White,Permanently disabled,Broadband,Never Married,Not at all important,Agnostic,No,1,Rent,Suburb,Never Served,5,Never,No
412351032,0,48,South,1949,Male,Gay,No,High school graduate,No,White,Permanently disabled,Broadband,Divorced,Somewhat important,Nothing in particular,No,6,Rent,Rural area,Served,5,Never,No
413009195,0,41,West,1936,Female,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Married,Very important,Protestant,No,4,Own,Rural area,Served,1,Never,No
415550193,1,6,West,1969,Male,Heterosexual,No,2-year,No,Black,Retired,Broadband,Married,Very important,Nothing in particular,No,7,Own,City,Served,3,Former,No
414247960,1,11,South,1976,Female,Heterosexual,No,Some college,No,Black,Unemployed,Broadband,Never Married,Very important,Buddhist,Yes,2,Rent,City,Served,5,Former,Yes
414227439,1,17,Midwest,1980,Female,Heterosexual,No,4-year,Yes,Black,Full-time,Broadband,Married,Very important,Protestant,Yes,3,Rent,Suburb,Never Served,5,Never,No
420148097,1,36,Northeast,1982,Female,Heterosexual,No,4-year,No,White,Full-time,Broadband,Married,Very important,Roman Catholic,Yes,14,Own,Suburb,Never Served,5,Never,Yes
413234698,1,29,Midwest,1984,Female,Heterosexual,No,2-year,No,White,Homemaker,Broadband,Married,Very important,Something else,Yes,1,Rent,Rural area,Never Served,5,Never,No
412982316,1,36,Northeast,1962,Female,Heterosexual,No,No HS,No,Hispanic,Permanently disabled,Broadband,Married,Very important,Roman Catholic,Yes,2,Rent,City,Never Served,5,Never,No
413865673,1,36,Northeast,1958,Female,Heterosexual,No,Some college,Yes,White,Permanently disabled,Broadband,Never Married,Not at all important,Agnostic,No,2,Rent,City,Served,5,Never,No
416233601,1,36,Northeast,1974,Female,Heterosexual,No,4-year,No,Black,Temporarily laid off,Broadband,Never Married,Somewhat important,Protestant,No,6,Rent,City,Served,5,Never,No
413721996,0,42,Northeast,1975,Female,Heterosexual,No,Some college,No,White,Homemaker,Broadband,Married,Somewhat important,Roman Catholic,Yes,8,Own,Suburb,Never Served,5,Never,Yes
413070135,1,12,South,1990,Female,Other,No,Some college,No,Mixed,Unemployed,Broadband,Never Married,Not at all important,Atheist,No,7,Own,City,Served,3,Never,No
412003659,0,53,West,1952,Male,Heterosexual,No,Some college,No,White,Retired,Broadband,Married,Very important,Protestant,No,7,Own,Suburb,Never Served,5,Former,No
411714406,0,6,West,1941,Female,Heterosexual,No,Some college,No,White,Retired,Broadband,Never Married,Very important,Protestant,No,5,Rent,City,Never Served,5,Former,No
412318996,1,56,West,1956,Female,Heterosexual,No,Some college,No,White,Homemaker,Broadband,Married,Very important,Mormon,No,11,Own,Town,Served,5,Never,No
420160953,0,21,South,1954,Male,Heterosexual,No,Post-grad,No,White,Retired,Broadband,Married,Very important,Protestant,Yes,7,Own,Rural area,Served,5,Former,Yes
414430561,0,45,South,1972,Male,Heterosexual,No,High school graduate,No,White,Full-time,Broadband,Separated,Very important,Protestant,Yes,9,Rent,Town,Never Served,5,Never,No
413739376,1,36,Northeast,1980,Male,Heterosexual,No,4-year,Yes,White,Full-time,Broadband,Married,Somewhat important,Roman Catholic,Yes,6,Own,Suburb,Never Served,4,Former,Yes
414584128,1,37,South,1990,Female,Heterosexual,No,Post-grad,Yes,White,Full-time,Broadband,Never Married,Somewhat important,Roman Catholic,No,7,Rent,City,Served,5,Never,Yes
417352087,1,6,West,1967,Male,Heterosexual,No,Post-grad,No,White,Full-time,Broadband,Married,Somewhat important,Protestant,Yes,15,Own,Town,Served,5,Never,Yes
413469809,1,29,Midwest,1984,Female,Heterosexual,No,2-year,Yes,Black,Full-time,Broadband,Never Married,Somewhat important,Nothing in particular,Yes,1,Rent,Suburb,Never Served,5,Never,No
412611918,0,12,South,1970,Female,Heterosexual,No,4-year,No,White,Part-time,Broadband,Married,Somewhat important,Protestant,No,6,Own,City,Served,5,Never,No
412903860,0,18,Midwest,1956,Female,Heterosexual,No,High school graduate,No,White,Full-time,Broadband,Married,Very important,Protestant,No,4,Own,Town,Served,5,Never,Yes
414186361,0,42,Northeast,1975,Female,Heterosexual,No,High school graduate,No,White,Permanently disabled,Broadband,Married,Not too important,Atheist,Yes,6,Own,Rural area,Served,5,Never,No
412325163,1,32,West,1968,Female,Heterosexual,No,Post-grad,Yes,White,Full-time,Broadband,Divorced,Somewhat important,Roman Catholic,No,8,Rent,Suburb,Never Served,4,Current,No
412047833,0,51,South,1942,Male,Heterosexual,No,4-year,No,White,Part-time,Broadband,Married,Not too important,Protestant,No,9,Own,Rural area,Served,4,Never,Yes
412030366,0,21,South,1962,Female,Heterosexual,No,Some college,No,White,Homemaker,Broadband,Married,Somewhat important,Protestant,Yes,7,Own,Rural area,Served,4,Never,No
412941059,1,6,West,1989,Female,Heterosexual,No,2-year,No,White,Full-time,Broadband,Divorced,Not at all important,Something else,No,9,Rent,City,Never Served,5,Never,Yes
417352694,1,37,South,1935,Male,Gay,No,Post-grad,No,White,Retired,Broadband,Never Married,Somewhat important,Protestant,No,7,Own,City,Served,5,Former,Yes
415182948,1,17,Midwest,1988,Female,Heterosexual,No,Post-grad,Yes,Black,Full-time,Broadband,Never Married,Very important,Protestant,No,7,Rent,City,Never Served,5,Never,No
417618792,1,40,South,1940,Male,Heterosexual,No,4-year,No,White,Retired,Broadband,Married,Not too important,Roman Catholic,No,14,Own,Suburb,Served,4,Former,Yes
415630052,1,18,Midwest,1951,Male,Heterosexual,No,4-year,No,White,Retired,Broadband,Married,Not at all important,Agnostic,No,9,Own,Suburb,Served,5,Former,Yes
414186896,1,29,Midwest,1960,Female,Heterosexual,No,High school graduate,No,White,Homemaker,Broadband,Married,Somewhat important,Nothing in particular,No,4,Own,Rural area,Served,5,Never,No
416424665,0,45,South,1953,Male,Heterosexual,No,High school graduate,No,White,Permanently disabled,Broadband,Married,Very important,Protestant,No,9,Own,Town,Served,4,Never,No
415146536,1,21,South,1992,Female,Heterosexual,No,4-year,Yes,Mixed,Student,Broadband,Never Married,Somewhat important,Protestant,No,3,Own,City,Served,5,Never,No
412290363,1,25,Northeast,1947,Male,Heterosexual,No,4-year,No,White,Retired,Broadband,Divorced,Not at all important,Nothing in particular,No,2,Own,Suburb,Never Served,4,Never,Yes
412497022,1,17,Midwest,1935,Male,Heterosexual,No,High school graduate,No,Black,Retired,Dial-up,Married,Very important,Protestant,No,3,Own,Suburb,Served,5,Never,No
412312942,0,21,South,1954,Male,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Divorced,Somewhat important,Protestant,No,4,Own,Rural area,Served,5,Current,No
417182619,0,16,West,1958,Female,Heterosexual,No,High school graduate,No,White,Part-time,Broadband,Married,Very important,Mormon,No,6,Own,Rural area,Served,5,Never,No
412742285,1,29,Midwest,1984,Female,Heterosexual,No,Post-grad,Yes,White,Full-time,Broadband,Never Married,Somewhat important,Protestant,No,5,Own,Suburb,Never Served,5,Never,Yes
415338859,1,41,West,1972,Male,Heterosexual,No,2-year,Yes,Hispanic,Full-time,Broadband,Married,Very important,Protestant,Yes,7,Rent,City,Served,1,Never,No
414244228,0,21,South,1974,Female,Heterosexual,No,High school graduate,Yes,White,Full-time,Broadband,Married,Very important,Agnostic,No,9,Own,Rural area,Never Served,5,Never,Yes
420154039,1,36,Northeast,1958,Female,Heterosexual,No,Some college,No,White,Permanently disabled,Broadband,Divorced,Somewhat important,Protestant,No,2,Own,Rural area,Never Served,5,Never,No
413021600,0,42,Northeast,1992,Male,Heterosexual,Yes,High school graduate,No,White,Unemployed,Broadband,Never Married,Very important,Nothing in particular,No,5,Rent,Suburb,Served,5,Current,Yes
412977379,1,49,West,1954,Female,Heterosexual,No,Some college,No,White,Retired,Broadband,Divorced,Not at all important,Atheist,No,2,Own,Rural area,Served,5,Never,No
412440277,1,51,South,1958,Male,Gay,No,4-year,No,White,Retired,Broadband,Never Married,Not at all important,Roman Catholic,No,9,Own,City,Never Served,4,Never,Yes
412973209,0,21,South,1982,Male,Heterosexual,No,Post-grad,No,White,Full-time,Broadband,Married,Not too important,Roman Catholic,Yes,7,Own,Town,Never Served,5,Never,Yes
417077394,1,6,West,1957,Male,Gay,No,High school graduate,No,Hispanic,Permanently disabled,Broadband,Never Married,Not at all important,Atheist,No,4,Rent,Suburb,Served,3,Never,No
417080542,1,20,Midwest,1949,Male,Heterosexual,No,4-year,No,White,Retired,Broadband,Married,Not at all important,Nothing in particular,No,9,Own,Town,Served,5,Never,Yes
414501922,1,20,Midwest,1994,Female,Lesbian,No,4-year,Yes,Asian,Part-time,Broadband,Never Married,Not at all important,Nothing in particular,No,2,Own,City,Never Served,5,Never,No
413825419,0,28,South,1964,Male,Heterosexual,No,Post-grad,No,White,Retired,Broadband,Married,Very important,Roman Catholic,No,8,Own,Town,Never Served,5,Never,Yes
412906659,0,39,Midwest,1956,Male,Heterosexual,No,2-year,No,White,Retired,Broadband,Divorced,Very important,Protestant,No,8,Own,Suburb,Served,5,Former,No
412314349,0,27,Midwest,1952,Female,Heterosexual,No,Some college,No,White,Retired,Broadband,Married,Very important,Nothing in particular,No,11,Own,Rural area,Served,4,Never,Yes
414506216,1,45,South,1974,Female,Heterosexual,No,2-year,No,White,Permanently disabled,Broadband,Married,Somewhat important,Protestant,Yes,8,Own,Suburb,Served,5,Never,Yes
417833584,0,55,Midwest,1941,Male,Heterosexual,No,Post-grad,No,White,Retired,Broadband,Married,Very important,Roman Catholic,No,9,Own,City,Never Served,1,Never,No
412954562,1,47,South,1942,Male,Heterosexual,No,4-year,No,White,Retired,Broadband,Married,Not at all important,Agnostic,No,10,Rent,Suburb,Served,4,Former,Yes
412312946,1,41,West,1961,Female,Bisexual,No,Some college,No,White,Homemaker,Broadband,Married,Somewhat important,Something else,Yes,10,Own,Rural area,Served,4,Never,Yes
412481395,1,39,Midwest,1984,Male,Heterosexual,No,High school graduate,No,White,Part-time,Broadband,Never Married,Somewhat important,Mormon,No,1,Other,City,Never Served,5,Never,No
413805076,0,36,Northeast,1955,Female,Heterosexual,No,Some college,No,White,Retired,Broadband,Married,Very important,Roman Catholic,No,13,Own,Suburb,Never Served,4,Former,Yes
418249228,1,40,South,1951,Male,Prefer not to say,No,Some college,No,Black,Retired,Broadband,Married,Somewhat important,Roman Catholic,No,12,Own,City,Served,5,Never,No
414945524,0,45,South,1988,Female,Heterosexual,No,Some college,Yes,White,Full-time,Broadband,Married,Very important,Protestant,Yes,5,Rent,Suburb,Served,5,Never,No
412318238,0,48,South,1938,Female,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Widowed,Very important,Protestant,No,1,Own,Rural area,Served,5,Never,No
413109517,0,25,Northeast,1962,Female,Heterosexual,No,High school graduate,No,White,Homemaker,Broadband,Married,Somewhat important,Roman Catholic,No,3,Own,Suburb,Served,4,Never,Yes
417837730,0,45,South,1951,Male,Heterosexual,No,Some college,No,White,Retired,Broadband,Married,Very important,Something else,No,9,Own,Town,Served,5,Current,Yes
414374968,1,42,Northeast,1990,Female,Heterosexual,No,High school graduate,No,Black,Permanently disabled,Broadband,Never Married,Somewhat important,Protestant,No,11,Rent,Suburb,Served,5,Never,No
410930949,1,37,South,1951,Male,Heterosexual,No,4-year,Yes,Black,Retired,Broadband,Married,Very important,Protestant,No,9,Own,Suburb,Served,5,Former,Yes
417620063,0,36,Northeast,1964,Male,Heterosexual,No,Post-grad,No,White,Full-time,Broadband,Never Married,Somewhat important,Eastern Orthodox,No,10,Rent,City,Never Served,1,Never,Yes
417439254,0,34,Northeast,1950,Female,Heterosexual,No,Some college,No,Hispanic,Retired,Broadband,Married,Very important,Roman Catholic,No,12,Own,Suburb,Served,1,Never,Yes
412943277,1,12,South,1985,Female,Heterosexual,No,High school graduate,No,White,Homemaker,Broadband,Married,Not at all important,Atheist,Yes,5,Rent,City,Never Served,5,Never,No
412038478,1,17,Midwest,1959,Male,Bisexual,No,Some college,No,White,Permanently disabled,Broadband,Divorced,Not at all important,Atheist,No,1,Rent,City,Never Served,4,Never,No
412867761,0,12,South,1977,Female,Heterosexual,No,High school graduate,No,White,Unemployed,Broadband,Never Married,Very important,Protestant,No,5,Own,Suburb,Served,5,Never,No
417619761,1,42,Northeast,1948,Male,Heterosexual,No,4-year,No,White,Retired,Broadband,Married,Not too important,Nothing in particular,No,6,Own,Suburb,Served,4,Current,No
412283051,1,53,West,1956,Female,Heterosexual,No,Post-grad,No,White,Part-time,Broadband,Married,Not at all important,Nothing in particular,No,12,Own,City,Served,4,Former,Yes
413705266,0,26,Midwest,1959,Male,Heterosexual,No,4-year,No,Asian,Full-time,Broadband,Married,Not too important,Nothing in particular,No,13,Own,Suburb,Served,1,Never,Yes
417353019,1,24,South,1937,Male,Heterosexual,No,Post-grad,No,White,Retired,Broadband,Married,Not at all important,Agnostic,No,11,Rent,Suburb,Served,1,Former,Yes
414351184,1,6,West,1961,Male,Heterosexual,No,4-year,No,Black,Full-time,Broadband,Divorced,Very important,Protestant,No,12,Own,Suburb,Served,5,Never,Yes
420118253,0,41,West,1990,Female,Heterosexual,No,Post-grad,No,Native American,Full-time,Broadband,Never Married,Not too important,Agnostic,No,8,Own,Suburb,Never Served,5,Current,Yes
413473191,1,39,Midwest,1977,Female,Heterosexual,No,4-year,Yes,White,Full-time,Broadband,Married,Not at all important,Roman Catholic,Yes,12,Own,Suburb,Served,5,Never,Yes
412014528,0,45,South,1941,Female,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Widowed,Very important,Roman Catholic,No,3,Rent,Town,Never Served,3,Never,No
415271883,1,53,West,1985,Male,Heterosexual,No,Some college,Yes,Black,Temporarily laid off,Broadband,Married,Not at all important,Nothing in particular,Yes,7,Rent,Suburb,Never Served,5,Never,No
415650252,1,36,Northeast,1996,Female,Heterosexual,No,4-year,No,Asian,Full-time,Broadband,Never Married,Not at all important,Atheist,No,9,Rent,City,Never Served,3,Never,Yes
412391369,1,35,West,1957,Male,Gay,No,4-year,No,White,Retired,Broadband,Married,Not at all important,Atheist,No,9,Own,City,Never Served,4,Former,Yes
418053770,0,42,Northeast,1992,Female,Heterosexual,No,High school graduate,No,White,Full-time,Broadband,Never Married,Very important,Protestant,No,2,Own,Rural area,Never Served,5,Current,No
412364070,1,22,South,1992,Female,Lesbian,No,4-year,Yes,White,Full-time,Broadband,Never Married,Not too important,Jewish,No,8,Own,Rural area,Never Served,5,Never,No
414634395,1,39,Midwest,1987,Male,Gay,No,Post-grad,Yes,White,Full-time,None,Never Married,Not at all important,Agnostic,No,8,Rent,City,Served,5,Current,Yes
413589908,0,34,Northeast,1963,Male,Heterosexual,No,4-year,No,White,Full-time,Broadband,Married,Very important,Mormon,Yes,13,Own,Suburb,Never Served,5,Never,Yes
419487124,0,13,South,1987,Male,Heterosexual,No,4-year,No,White,Full-time,Broadband,Never Married,Not at all important,Something else,No,7,Rent,Suburb,Never Served,5,Never,No
412335384,0,10,South,1960,Male,Heterosexual,No,Some college,No,White,Full-time,Broadband,Married,Very important,Protestant,Yes,10,Rent,City,Served,5,Current,Yes
412939838,0,6,West,1958,Male,Heterosexual,No,4-year,No,White,Retired,Broadband,Married,Somewhat important,Roman Catholic,No,15,Own,Suburb,Served,3,Never,Yes
414327678,1,12,South,1990,Female,Heterosexual,No,Some college,No,White,Homemaker,Broadband,Never Married,Not at all important,Nothing in particular,Yes,8,Own,Town,Never Served,5,Never,No
412312719,0,36,Northeast,1939,Female,Heterosexual,No,Some college,No,White,Retired,Broadband,Married,Somewhat important,Roman Catholic,No,8,Own,Suburb,Served,4,Former,Yes
412015426,0,6,West,1932,Male,Heterosexual,No,Post-grad,No,White,Retired,Broadband,Married,Very important,Roman Catholic,No,9,Own,City,Served,1,Never,No
412300186,1,53,West,1982,Male,Heterosexual,No,4-year,Yes,White,Full-time,Broadband,Married,Very important,Mormon,Yes,5,Own,Rural area,Served,5,Former,No
412936311,1,48,South,1972,Male,Heterosexual,No,4-year,Yes,White,Full-time,Broadband,Married,Not at all important,Atheist,Yes,10,Own,City,Served,5,Never,No
413070001,1,55,Midwest,1986,Female,Bisexual,No,Post-grad,Yes,White,Full-time,None,Never Married,Not at all important,Atheist,No,5,Rent,Town,Never Served,5,Never,Yes
417080248,0,26,Midwest,1934,Male,Heterosexual,No,Some college,No,White,Retired,Broadband,Widowed,Very important,Protestant,No,5,Own,Rural area,Served,5,Former,No
412282749,0,36,Northeast,1959,Female,Prefer not to say,No,Post-grad,No,White,Part-time,None,Never Married,Somewhat important,Protestant,No,2,Own,Rural area,Never Served,3,Never,Yes
419602323,1,6,West,1960,Female,Heterosexual,No,4-year,No,White,Retired,Broadband,Married,Not at all important,Agnostic,No,10,Own,Rural area,Never Served,5,Never,No
413289299,1,39,Midwest,1967,Female,Heterosexual,No,4-year,No,White,Full-time,Broadband,Married,Very important,Protestant,Yes,7,Own,Town,Never Served,4,Current,Yes
412910882,1,29,Midwest,1983,Female,Heterosexual,No,Post-grad,Yes,White,Full-time,Broadband,Married,Not at all important,Atheist,Yes,7,Rent,Rural area,Served,5,Never,No
412960425,1,9,Northeast,1956,Male,Heterosexual,No,High school graduate,No,Hispanic,Unemployed,Broadband,Never Married,Not at all important,Nothing in particular,No,2,Rent,Town,Served,4,Former,No
412716678,1,53,West,1986,Male,Heterosexual,No,4-year,No,White,Full-time,Broadband,Never Married,Not too important,Agnostic,No,11,Rent,City,Served,5,Never,Yes
416756111,1,36,Northeast,1943,Female,Heterosexual,No,Post-grad,No,White,Retired,Broadband,Married,Not too important,Protestant,No,13,Own,Suburb,Served,5,Former,Yes
412961216,0,1,South,1957,Male,Heterosexual,No,High school graduate,No,White,Full-time,Broadband,Married,Not too important,Mormon,No,6,Own,Rural area,Served,4,Never,Yes
414277654,1,47,South,1980,Female,Heterosexual,No,High school graduate,No,White,Full-time,Broadband,Married,Very important,Nothing in particular,Yes,10,Own,Rural area,Served,5,Never,Yes
412340126,0,24,South,1941,Female,Prefer not to say,No,Some college,No,White,Part-time,Broadband,Divorced,Somewhat important,Protestant,No,7,Own,Suburb,Served,4,Former,Yes
412298180,1,8,West,1967,Female,Heterosexual,No,2-year,No,White,Retired,Broadband,Never Married,Somewhat important,Protestant,No,4,Rent,City,Never Served,5,Former,No
417619295,0,26,Midwest,1937,Male,Heterosexual,No,Some college,No,White,Retired,Broadband,Divorced,Somewhat important,Roman Catholic,No,4,Own,City,Served,3,Never,Yes
412294539,1,34,Northeast,1976,Female,Heterosexual,No,4-year,Yes,Black,Full-time,Dial-up,Never Married,Very important,Protestant,No,7,Rent,City,Never Served,5,Never,Yes
419042450,1,36,Northeast,1987,Male,Heterosexual,Yes,2-year,Yes,Black,Part-time,Dial-up,Never Married,Very important,Roman Catholic,Yes,4,Rent,City,Served,1,Current,Yes
413632505,0,29,Midwest,1961,Female,Heterosexual,No,Some college,Yes,White,Homemaker,Broadband,Married,Very important,Protestant,No,4,Rent,Town,Served,5,Never,No
412053124,0,25,Northeast,1972,Male,Heterosexual,No,Some college,No,White,Full-time,Broadband,Never Married,Somewhat important,Roman Catholic,No,2,Own,City,Never Served,5,Current,No
420149234,0,34,Northeast,1944,Male,Heterosexual,No,4-year,Yes,White,Retired,Broadband,Married,Not too important,Nothing in particular,No,6,Own,Town,Served,5,Never,No
413087003,1,36,Northeast,1976,Male,Heterosexual,No,4-year,Yes,White,Full-time,Broadband,Married,Not too important,Roman Catholic,Yes,11,Own,City,Never Served,5,Never,Yes
412937472,0,18,Midwest,1945,Male,Heterosexual,No,High school graduate,Yes,White,Retired,Broadband,Married,Not too important,Protestant,No,12,Own,Town,Served,5,Former,Yes
412225955,1,34,Northeast,1981,Female,Heterosexual,No,Post-grad,Yes,Black,Full-time,Broadband,Never Married,Very important,Protestant,No,9,Own,City,Never Served,3,Never,Yes
413824921,0,47,South,1969,Male,Heterosexual,No,Some college,No,White,Permanently disabled,Broadband,Married,Very important,Protestant,No,4,Own,Suburb,Served,5,Never,No
412276193,1,24,South,1976,Female,Heterosexual,No,4-year,No,Black,Part-time,Broadband,Married,Somewhat important,Protestant,Yes,9,Rent,Suburb,Served,5,Never,No
415727352,1,27,Midwest,1981,Male,Heterosexual,No,4-year,No,White,Full-time,Broadband,Married,Not too important,Roman Catholic,Yes,10,Own,Suburb,Never Served,5,Never,Yes
415602786,1,41,West,1983,Female,Bisexual,No,High school graduate,No,White,Unemployed,Broadband,Married,Not at all important,Something else,No,5,Own,Rural area,Never Served,5,Never,No
414769499,1,45,South,1993,Female,Heterosexual,No,4-year,Yes,Hispanic,Unemployed,Broadband,Never Married,Not too important,Protestant,Yes,4,Rent,Suburb,Served,4,Never,Yes
412322898,1,8,West,1964,Male,Gay,No,Some college,No,White,Full-time,Broadband,Divorced,Not at all important,Atheist,No,6,Own,Suburb,Never Served,4,Never,Yes
414422439,0,29,Midwest,1991,Female,Heterosexual,No,4-year,Yes,White,Homemaker,None,Married,Somewhat important,Something else,Yes,4,Own,Rural area,Never Served,5,Never,No
412317711,0,18,Midwest,1967,Female,Heterosexual,No,High school graduate,No,White,Homemaker,Broadband,Divorced,Very important,Protestant,No,2,Own,Town,Never Served,5,Never,No
413590057,0,12,South,1964,Female,Heterosexual,No,4-year,No,White,Retired,Broadband,Married,Not too important,Jewish,No,16,Own,City,Served,5,Never,Yes
412914494,1,27,Midwest,1959,Female,Heterosexual,No,High school graduate,Yes,White,Homemaker,Broadband,Married,Somewhat important,Protestant,No,11,Own,Suburb,Never Served,5,Never,Yes
416587539,1,13,South,1976,Male,Heterosexual,No,Post-grad,No,Hispanic,Full-time,Broadband,Married,Somewhat important,Roman Catholic,Yes,12,Own,Suburb,Never Served,3,Never,Yes
414208500,1,6,West,1982,Female,Lesbian,No,No HS,Yes,Hispanic,Temporarily laid off,Broadband,Divorced,Somewhat important,Something else,Yes,2,Rent,City,Never Served,4,Never,No
420220023,0,21,South,1969,Male,Bisexual,No,Some college,No,White,Retired,Broadband,Domestic partnership,Very important,Nothing in particular,No,6,Own,Rural area,Never Served,5,Never,No
416233839,0,42,Northeast,1955,Female,Prefer not to say,No,High school graduate,No,White,Homemaker,Broadband,Married,Very important,Roman Catholic,No,4,Own,Rural area,Served,5,Never,No
413469800,0,53,West,1977,Male,Bisexual,No,Post-grad,Yes,White,Full-time,Broadband,Never Married,Somewhat important,Nothing in particular,No,8,Rent,City,Served,5,Never,Yes
414577358,1,48,South,1991,Female,Heterosexual,No,2-year,Yes,Hispanic,Part-time,Broadband,Never Married,Somewhat important,Roman Catholic,No,3,Rent,Suburb,Never Served,1,Never,No
417123925,1,48,South,1960,Female,Heterosexual,No,High school graduate,No,Hispanic,Homemaker,Broadband,Married,Very important,Roman Catholic,No,6,Own,Suburb,Never Served,1,Never,No
412355879,0,42,Northeast,1965,Female,Heterosexual,No,4-year,No,White,Full-time,Broadband,Married,Somewhat important,Roman Catholic,No,8,Own,Rural area,Never Served,5,Never,Yes
412351698,1,6,West,1948,Female,Heterosexual,No,No HS,No,Hispanic,Retired,Broadband,Married,Very important,Protestant,No,3,Rent,Suburb,Never Served,4,Former,No
412294219,0,48,South,1968,Male,Heterosexual,No,4-year,No,White,Full-time,Broadband,Married,Very important,Protestant,Yes,9,Own,Town,Never Served,5,Never,Yes
416450365,1,19,Midwest,1975,Male,Gay,No,4-year,No,White,Full-time,Broadband,Never Married,Somewhat important,Protestant,No,9,Own,Town,Served,5,Former,Yes
413398654,1,47,South,1957,Female,Heterosexual,No,Some college,No,White,Retired,Broadband,Widowed,Not too important,Nothing in particular,No,3,Rent,Town,Never Served,4,Former,Yes
412480417,1,19,Midwest,1964,Female,Heterosexual,No,Some college,No,White,Full-time,Broadband,Married,Somewhat important,Something else,No,6,Own,City,Never Served,5,Never,Yes
412300244,1,6,West,1967,Male,Other,Yes,2-year,No,White,Full-time,Broadband,Married,Not at all important,Atheist,No,12,Own,Suburb,Served,5,Never,Yes
